id,position,customer,status,product_name,photo_url,is_deleted,previous_position,navodka_url
847,45D z.,Others,null,Polsterblende LHD li+re,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/847_00847_Polsterblende_LHD.pdf"", ""title"": ""Návodka""}]"
961,48A c.,Novares,null,Forma W22514,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/961_00961_Schwenkhebel_FSL_FSR_BFSL_BFSR.pdf"", ""title"": ""Návodka""}]"
844,39A z.,Rotarex,,EZ-OX,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/844_00844_Guard_EZOX_assembly_Le_Re_black.pdf"", ""title"": ""Černá""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/844_00844_Guard_EZOX_assembly_Le_Re_blau.pdf"", ""title"": ""Modrá""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/844_00844_Guard_EZOX_assembly_Le_Re_green.pdf"", ""title"": ""Zelená""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/844_00844_Guard_EZOX_assembly_Le_Re_white.pdf"", ""title"": ""Bílá""}]"
975,Mezisklad,Škoda,null,Steckdeckel,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/975_00975_Steckdeckel_764_.pdf"", ""title"": ""Návodka""}]"
526,39C c.,Novares,null,"Kamm hinten I-Ta Li,Re",null,false,null,null
748,49B m.,Škoda,null,Miska držadla 1tl. zadní,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/748_Miska_drzadla_zadni_L_R_00748.pdf"", ""title"": ""Návodka""}]"
749,49B m.,Škoda,null,Krytka zadní,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/749_Krytka_zadni_L_R_00749.pdf"", ""title"": ""Návodka""}]"
750,51G c.,Škoda,null,Miska držadla 2tl. LL,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/750_Miska_2tl._LL_00750.pdf"", ""title"": ""Návodka""}]"
752,52B z.,Škoda,null,Miska držadla 4tl. LL,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/752_Miska_4tl._LL_00752.pdf"", ""title"": ""Návodka""}]"
753,52C z.,Škoda,,Miska držadla 1tl. LL,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/753_Miska_1tl._LL_00753.pdf"", ""title"": ""Návodka""}]"
976,Mezisklad,Škoda,null,Steckdeckel,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/976_00976_Steckdeckel_765_.pdf"", ""title"": ""Návodka""}]"
974,47G z.,Škoda,,Steckdeckel,null,false,,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/974_00974_Steckdeckel_536_.pdf"", ""title"": ""Návodka""}]"
30,Mezisklad,Witte,null,Austellhebel,,false,null,"[{""url"":""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/30_00030_Austellhebel_L_R.pdf"",""title"":""Návodka""}]"
647,48A z.,Škoda,null,2tlačítko RL,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/647_00647_Miska_2tl._RL_00647.pdf"", ""title"": ""Návodka""}]"
648,49A m.,Škoda,null,4tlačítko LL,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/648_00648_Miska_4tl._00648.pdf"", ""title"": ""Návodka""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/648_Miska_4tl._00648.pdf"", ""title"": ""Navodka_alt""}]"
649,49C h.,Škoda,null,4tlačítko RL,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/649_00649_Miska_4tl._RL_00649.pdf"", ""title"": ""Návodka""}]"
651,48C m.,Škoda,,1tlačítko RL,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/651_00651_Miska_1tl._RL_00651.pdf"", ""title"": ""Návodka""}]"
755,50A z.,Škoda,null,Miska držadla 2tl-joystick RL,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/755_Miska_2tl._RL_joystick_00755.pdf"", ""title"": ""Návodka""}]"
757,50B z.,Škoda,null,Miska držadla 1tl. RL,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/757_Miska_1tl._RL_00757.pdf"", ""title"": ""Návodka""}]"
758,44B m.,Others,null,Auflage Hutablage,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/758_Auflage_Hutablage_00758.pdf"", ""title"": ""Návodka""}]"
751,52C z.,Škoda,,Miska držadla 2tl-joystick LL,null,false,,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/751_Miska_2tl._LL_joystick_00751.pdf"", ""title"": ""Návodka""}]"
28,36B z.,Novares,null,Deckel F39,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/28_Deckel_F39_00028.pdf"", ""title"": ""Návodka 1""}]"
383,41A m.,Witte,null,Housing LED Lamp,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/383_Housing_LED_lamp.pdf"", ""title"": ""Návodka 1""}]"
389,50B m.,Škoda,null,Ventil__horni dil,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/389_ZBS_Ventil-horni_dil.pdf"", ""title"": ""Návodka 1""}]"
391,42C c.,Witte,null,Indikátor,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/391_Indikator_pro_BG_komplet.pdf"", ""title"": ""Návodka 1""}]"
392,41B c.,Witte,null,Indikator Kappe,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/392_Indikator_kappe_pro_BG_komplet.pdf"", ""title"": ""Návodka 1""}]"
400,41C c.,Witte,null,Halter,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/400_Halter.pdf"", ""title"": ""Návodka 1""}]"
401,42B h.,Witte,null,Herzkurve/Achse/Buchse,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/401_Herzkurve_Achse-1_Lagerbuchse.pdf"", ""title"": ""Návodka 1""}]"
402,48B b.,Škoda,null,Odpadkový koš - Víko,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/402_Odpadkovy_kos_-_Viko_-_Satinschwarz.pdf"", ""title"": ""Návodka 1""}]"
406,41C h.,Witte,null,Indikator kappe,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/406_Indikator_kappe_01060187184.pdf"", ""title"": ""Návodka 1""}]"
41,52B c.,Škoda,null,Klammer VD,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/41_00041_Klammer_VD_00041.pdf"", ""title"": ""Návodka""}]"
412,41B c.,Witte,null,Hebel 2,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/412_HEBEL_2.pdf"", ""title"": ""Návodka 1""}]"
418,43C m.,Witte,null,Hebel f.Schliesszylinder,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/418_HEBEL_fur_Schliesszylinder.pdf"", ""title"": ""Návodka 1""}]"
422,44C b.,Others,null,Rubstrip 247 514-3/7,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/422_Rubstrip_end_cape_247_514_-_7.pdf"", ""title"": ""Návodka""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/422_Rubstrip_end_cape_247_514_-3.pdf"", ""title"": ""Navodka_alt""}]"
429,41A h.,Witte,null,Cargobügel Kunststoffhülse li/re,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/429_Cargobugel_Kunststoffhulse_Li_Re.pdf"", ""title"": ""Návodka 1""}]"
459,40B z.,Novares,null,GEHÄUSE SCHMINKSP ROHTEIL,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/459_Geause_Schminksp_Rohteil_Natur_W20421_00459.pdf"", ""title"": ""Návodka""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/459_Geause_Schminksp_Rohteil_Schwarz_W20421_00459.pdf"", ""title"": ""Navodka_alt""}]"
671,42C b.,Witte,null,Hebel cylinder,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/671_Hebel_Zylinder_00671.pdf"", ""title"": ""Návodka""}]"
725,43C c.,Witte,null,Kappe,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/725_Kappe_01072360014_01072361014_00725.pdf"", ""title"": ""Návodka""}]"
1000,36C c.,Witte,null,Washer Front L+R,null,false,,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/1000_01000_Washer_Front_L_R.pdf"", ""title"": ""Návodka""}]"
493,40A z.,Novares,null,Blende Klimahimmel MY17,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/493_00493_Blende_Klimahimmel_MY17_W26844.pdf"", ""title"": ""Návodka""}]"
494,40B z.,Novares,null,Blende/Drehring,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/494_00494_Blende_Drehring_W3979.pdf"", ""title"": ""Návodka""}]"
524,37B h.,Scherdel,null,Ventil malý 16 nás.,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/524_Ventil_maly_fialovy.pdf"", ""title"": ""Návodka 1""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/524_Ventil_maly_tyrkysovy.pdf"", ""title"": ""Návodka 2""}]"
570,42C c.,Witte,null,Lever II,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/570_Lever_II_01041309055.pdf"", ""title"": ""Návodka 1""}]"
592,48A b.,Škoda,null,Spinac AHK-7Sitz,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/592_Spinac_AHK_7_sitz.pdf"", ""title"": ""Návodka 1""}]"
593,48A b.,Škoda,null,Spinac AHK-5Sitz,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/593_Spinac_AHK_5_sitz.pdf"", ""title"": ""Návodka 1""}]"
598,38A b.,Scherdel,null,Ventil klein US,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/598_Ventil_maly_modry_US_215_047.pdf"", ""title"": ""Návodka 1""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/598_Ventil_maly_zeleny_US_215_047.pdf"", ""title"": ""Návodka 2""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/598_Ventil_maly_cerny_US_215_047.pdf"", ""title"": ""Návodka 3""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/598_Ventil_maly_cerveny_US_215_047.pdf"", ""title"": ""Návodka 4""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/598_Ventil_maly_sedy_US_215_047.pdf"", ""title"": ""Návodka 5""}]"
599,51E b.,Mubea,null,Spring Isolator AD0010,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/599_Spring_Isolator_AD0020_Renault_00599.pdf"", ""title"": ""Návodka 1""}]"
603,41A b.,Witte,null,Lampengehäuse II,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/603_Lampengehause_PCABS_novy_nastroj.pdf"", ""title"": ""Návodka 1""}]"
604,41C m.,Witte,null,Drehfalle II,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/604_Drehfalle_II_R_L.pdf"", ""title"": ""Návodka 1""}]"
606,48C c.,Škoda,null,Krytka tyče upevňovací,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/606_Kryt_tyce_upevnovaci_LR_00606.pdf"", ""title"": ""Návodka""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/606_Kryt_tyce_upevnovaci_L_-_R_00606.pdf"", ""title"": ""Navodka_alt""}]"
616,47C h.,Škoda,null,Záslepka krytka Isofix VARIO,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/616_Zaslepka_isofix_00616.pdf"", ""title"": ""Návodka""}]"
636,38B m.,Scherdel,null,Ventil malý 16 nás. II,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/636_24.1.20_Ventil_maly_sedy_16x_vakuum_mat._PPA.pdf"", ""title"": ""Návodka 1""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/636_Ventil_maly_modry_16x_vakuum.pdf"", ""title"": ""Návodka 2""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/636_Ventil_maly_oranzovy_16x_vakuum.pdf"", ""title"": ""Návodka 3""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/636_Ventil_maly_tyrkysovy_16x_vakuum.pdf"", ""title"": ""Návodka 4""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/636_Ventil_maly_zeleny_16x_vakuum.pdf"", ""title"": ""Návodka 5""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/636_Ventil_maly_cerny_16x_vakuum.pdf"", ""title"": ""Návodka 6""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/636_Ventil_maly_cerveny_16x_vakuum.pdf"", ""title"": ""Návodka 7""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/636_Ventil_maly_sedy_16x_vakuum.pdf"", ""title"": ""Návodka 8""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/636_Ventil_maly_zluty_16x_vakuum.pdf"", ""title"": ""Návodka 9""}]"
655,49C m.,Škoda,null,Krytka zadní levá+pravá,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/655_00655_Krytka_drzadla_zadni_L_R_00655.pdf"", ""title"": ""Návodka""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/655_Krytka_drzadla_zadni_L_R_00655.pdf"", ""title"": ""Navodka_alt""}]"
1007,43D z.,Novares,null,Housing LHD,null,false,null,null
664,47C m.,Škoda,null,Krytka levá + pravá,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/664_Koncovka_-_krytka_L_R_00664.pdf"", ""title"": ""Návodka""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/664_Koncovka_-_krytka_L_R_00664_1420.pdf"", ""title"": ""Navodka_alt""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/664_Koncovka_-_krytka_L_R_00664_1526.pdf"", ""title"": ""Návodka 3""}]"
40,49E m.,Škoda,null,Cover PSD,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/40_00040_Cover_PSD_00040.pdf"", ""title"": ""Návodka""}]"
1006,48A h.,Škoda,null,Clip,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/1006_01006_Clip.pdf"", ""title"": ""Návodka""}]"
1008,43D z.,Grammer,null,Matte RL,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/1008_01008_Matte_RL.pdf"", ""title"": ""Návodka""}]"
1011,45E m.,Grammer,null,Panel f. Screw NA5CCO,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/1011_01011_Panel_f._Screw.pdf"", ""title"": ""Návodka""}]"
1013,36A m.,Witte,null,Cover Striker,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/1013_01013_Cover_Striker.pdf"", ""title"": ""Návodka""}]"
1014,36B m.,Witte,null,Sperrklinke GOB,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/1014_01014_Sperrklinke_GOB.pdf"", ""title"": ""Návodka""}]"
33,41C z.,Witte,null,Haltering,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/33_Haltering_00033.pdf"", ""title"": ""Návodka""}]"
397,40A b.,Novares,null,ZT IT FS Mitte LL Blende,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/397_ZT_IT_FS_Mitte_LL_Blende_W26903_00397.pdf"", ""title"": ""Návodka""}]"
208,44C h.,Others,null,Retention Clip+Pin Bentley,null,false,null,null
80,45B m.,Ideal,null,AB2 Cab. Rastnocken  Links  1+2 / Rechts  3+4  HK,null,false,null,null
126,37C h.,Scherdel,null,Ventil - Gross,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/126_Ventil_fialovy_beze_skla_forma_00126.pdf"", ""title"": ""Návodka""}]"
35,Mezisklad,Witte,null,Ubertragungshebel,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/35_00035_Uebertragungshebel_L_R.pdf"", ""title"": ""Návodka""}]"
384,40B b.,Novares,null,ZT IT FS Mitte RL Blende,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/384_ZT_IT_FS_Mitte_RL_Blende_W26908_00384.pdf"", ""title"": ""Návodka""}]"
39,49E m.,Škoda,null,Cover VD,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/39_00039_Cover_VD_00039.pdf"", ""title"": ""Návodka""}]"
1004,49E b.,VW,null,Aufnahme UIF Sensor,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/1004_01004_Aufnahme_UIF_Senzor.pdf"", ""title"": ""Návodka""}]"
1012,36A m.,Witte,null,Cover,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/1012_01012_Cover.pdf"", ""title"": ""Návodka""}]"
1017,51B c.,Škoda,,1tlačítko zadní levé+pravé,null,false,null,null
143,41C h.,Witte,null,Záslepka E/F/G/H,null,false,null,null
453,40A b.,Novares,null,ZT IT FS Aussen LL Blende,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/453_ZT_IT_FS_Aussen_LL_Blende_W26902_00453.pdf"", ""title"": ""Návodka""}]"
454,40A h.,Novares,null,DREHACHSE SCHMINKSP,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/454_Drehachse_Schminksp_W20426_00454.pdf"", ""title"": ""Návodka""}]"
455,40A h.,Novares,null,SCHIEBER SCHWARZ,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/455_Schieber_Natur_W20425_00455.pdf"", ""title"": ""Návodka""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/455_Schieber_Schwarz_W20425_00455.pdf"", ""title"": ""Navodka_alt""}]"
456,40A h.,Novares,null,"REIBELEMENT, SPANNHÜLSE",null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/456_Reibelement_Spannhulse_W20428_00456.pdf"", ""title"": ""Návodka""}]"
457,40B z.,Novares,null,DECKEL CHROM,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/457_Deckel_natur_Chrom_W20460_00457.pdf"", ""title"": ""Návodka""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/457_Deckel_Schwarz_Chrom_W20460_00457.pdf"", ""title"": ""Navodka_alt""}]"
727,42B m.,Witte,null,Páka cylindru,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/727_Paka_cylindru_00727.pdf"", ""title"": ""Návodka""}]"
851,44B z.,Grammer,null,Cable Cover RS / LS,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/851_00851_Cable_Cover_RS_LS.pdf"", ""title"": ""Návodka""}]"
853,36C c.,Novares,null,Foot finisher LHD,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/853_00853_Foot_Finisher_LHD.pdf"", ""title"": ""Návodka""}]"
854,45E z.,Others,,Polsterblende RHD li+re,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/854_00854_Polsterblende_RHD.pdf"", ""title"": ""Návodka""}]"
857,41C c.,Witte,null,Haltering,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/857_00857_Haltering_-_Witol_411.pdf"", ""title"": ""Návodka""}]"
858,39A m.,Novares,null,Bedienknopf ML/MR,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/858_00858_Bedienknopf_ML_MR.pdf"", ""title"": ""Návodka""}]"
859,39A m.,Novares,null,Rear Quarter panel cover L / R,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/859_00859_Rear_Quarter_panel_cover_L_R.pdf"", ""title"": ""Návodka""}]"
860,45E č.,Grammer,null,Panel LP F.inlock,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/860_00860_Panel_LP_F._inlock.pdf"", ""title"": ""Návodka""}]"
662,47C m.,Škoda,null,Klapka,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/662_Housing_-_Klapka_00662.pdf"", ""title"": ""Návodka""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/662_Housing_Klapka_00662.pdf"", ""title"": ""Navodka_alt""}]"
728,42A b.,Witte,null,Západka,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/728_Zapadka_Li_00728.pdf"", ""title"": ""Návodka""}]"
729,42A b.,Witte,null,Západka,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/729_Zapadka_Re_00729.pdf"", ""title"": ""Návodka""}]"
730,43A m.,Witte,null,BMW Softouch Lever,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/730_BMW_Softouch_Lever_00730.pdf"", ""title"": ""Návodka""}]"
732,43A z.,Witte,null,Abdeckung LH + RH,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/732_00732_Abdeckung_LH_RH.pdf"", ""title"": ""Návodka""}]"
734,43B z.,Witte,null,Cover L,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/734_Cover_L_00734.pdf"", ""title"": ""Návodka""}]"
769,38A c.,Scherdel,null,Ventil Mini 32x (gen IV),null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/769_Ventil_mini_32x_vakuum_00769.pdf"", ""title"": ""Návodka""}]"
848,37A m.,Others,null,Klín 225-12/14,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/848_00848_Klin_12_mm.pdf"", ""title"": ""Návodka""}, {""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/848_00848_Klin_14_mm.pdf"", ""title"": ""Navodka_alt""}]"
849,41C m.,Witte,null,Sperrklinke GOB L+R,null,false,null,"[{""url"": ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/849_00849_Sperrklinke_GOB_L_R.pdf"", ""title"": ""Návodka""}]"
